enzyme,substrates,products,genes_id
3.1.3.96,"['C01168', 'C00001']","['C02067', 'C00009']",['8226']
3.1.4.11,"['C04637', 'C00001']","['C01245', 'C00641']","['113026', '23007', '23236', '51196', '5330', '5331', '5332', '5333', '5335', '5336', '84812', '89869', '9651']"
3.1.4.12,"['C00550', 'C00001']","['C00195', 'C00588']","['339221', '55512', '55627', '6609', '6610']"
3.1.4.17,"['C04212', 'C00001']",['C01117'],"['10846', '50940', '5136', '5137', '5138', '5139', '5140', '5153']"
3.1.4.2,"['C00670', 'C00001']","['C00114', 'C00093']",['56261']
3.1.4.35,"['C00942', 'C00001']",['C00144'],"['10846', '50940', '5145', '5146', '5152', '5158', '8654']"
3.1.4.37,"['C01240', 'C00001']",['C03418'],['1267']
3.1.4.39,"['C04476', 'C00001']","['C03968', 'C00189']","['284161', '5168', '79153']"
3.1.4.4,"['C00157', 'C00001']","['C00114', 'C00416']","['122618', '23646', '5337', '5338']"
3.1.4.43,"['C01225', 'C00001']","['C00116', 'C01177']",['54857']
3.1.4.44,"['C01225', 'C00001']","['C00137', 'C00093']",['51573']
3.1.4.45,"['C04755', 'C00001']","['C00140', 'C04010']",['51172']
3.1.4.50,"['C04248', 'C00001']","['C15658', 'C00416']",['2822']
3.1.4.53,"['C00575', 'C00001']",['C00020'],"['27115', '5141', '5142', '5143', '5144', '5150', '5151', '8622']"
3.1.4.54,['C00001'],[],['222236']
3.1.6.2,"['C04555', 'C00001']","['C01227', 'C00059']",['412']
3.1.6.8,"['C06125', 'C00001']","['C02686', 'C00059']",['410']
3.1.7.2,"['C01228', 'C00001']","['C00035', 'C00013']",['374659']
3.1.8.1,"['C03254', 'C00001']","['C02534', 'C15584']","['5444', '5445', '5446']"
3.10.1.1,"['C01075', 'C00001']","['C00329', 'C00059']",['6448']
3.13.2.1,"['C00021', 'C00001']","['C00155', 'C00212']","['10768', '191', '23382']"
3.2.1.106,['C00001'],['C00221'],['7841']
3.2.1.107,['C00001'],['C00031'],['80162']
3.2.1.108,"['C00243', 'C00001']","['C00962', 'C00031']",['3938']
3.2.1.113,['C00001'],['C02209'],"['10905', '4121', '57134']"
3.2.1.114,['C00001'],['C00936'],"['4122', '4124']"
3.2.1.130,['C00001'],[],['79694']
3.2.1.169,"['C19802', 'C00001']","['C02189', 'C00140', 'C19803']",['10724']
3.2.1.183,"['C00043', 'C00001']","['C00645', 'C00015']",['10020']
3.2.1.207,['C00001'],['C00221'],['23193']
3.2.1.209,['C00001'],['C00159'],['11253']
3.2.1.28,"['C01083', 'C00001']","['C00221', 'C00267']",['11181']
3.2.1.31,"['C03033', 'C00001']","['C00191', 'C00069']","['2990', '9365']"
3.2.1.45,"['C01190', 'C00001']","['C00031', 'C00195']","['2629', '57704']"
3.2.1.46,"['C02686', 'C00001']","['C00124', 'C00195']",['2581']
3.2.1.51,"['C02475', 'C00001']","['C01019', 'C00069']","['2517', '2519']"
3.2.1.62,"['C01190', 'C00001', 'C02686']","['C00195', 'C00221', 'C00962', 'C01579']",['3938']
3.2.2.19,"['C16011', 'C00001', 'C01201']","['C00301', 'C00613', 'C00062']",['141']
3.2.2.6,"['C00003', 'C00001', 'C13050']","['C00301', 'C00153', 'C13050']","['683', '952']"
3.3.2.10,"['C00722', 'C00001']",['C15588'],"['2053', '79852']"
3.3.2.2,"['C04517', 'C00001', 'C04635']","['C00071', 'C00670', 'C01233']",['255043']
3.3.2.6,"['C00909', 'C00001']",['C02165'],['4048']
3.3.2.9,"['C16014', 'C00001', 'C21775']",['C21776'],['2052']
3.4.17.23,"['C02135', 'C00001']",['C00079'],['59272']
3.4.19.13,"['C00051', 'C00001']","['C01419', 'C00025']","['124975', '2678', '2686', '2687']"
3.4.19.14,"['C02166', 'C00001']","['C05951', 'C00025']","['2678', '2687']"
3.4.19.9,[],['C00101'],['8836']
3.5.1.1,"['C00152', 'C00001']","['C00049', 'C00014']","['374569', '80150']"
3.5.1.114,"['C20735', 'C00001', 'C05727']","['C01021', 'C00060', 'C05726', 'C00033']",['91703']
3.5.1.12,"['C01893', 'C00001']","['C00120', 'C00014']",['686']
3.5.1.121,"['C21465', 'C00001']","['C21458', 'C00014']",['123803']
3.5.1.122,"['C02986', 'C00001']","['C21456', 'C00014']",['55093']
3.5.1.124,['C00001'],"['C00613', 'C01432', 'C02188', 'C02743']",['11315']
3.5.1.128,"['C21858', 'C00001']","['C00026', 'C01419']",['4817']
3.5.1.14,['C00001'],"['C00060', 'C02882', 'C00033']","['100526760', '95']"
3.5.1.15,"['C02715', 'C00001']","['C00060', 'C00049']",['443']
3.5.1.2,"['C00064', 'C00001']","['C00025', 'C00014']","['27165', '2744']"
3.5.1.23,"['C00195', 'C00001']","['C00060', 'C00319']","['125981', '340485', '427', '56624']"
3.5.1.25,"['C00357', 'C00001']","['C00352', 'C00033']",['51005']
3.5.1.26,"['C04540', 'C00001']","['C01239', 'C00049']",['175']
3.5.1.3,"['C04131', 'C00001']","['C02028', 'C00014']",['56954']
3.5.1.6,"['C02642', 'C00001']","['C00099', 'C00011', 'C00014']",['51733']
3.5.1.60,"['C04080', 'C00001']","['C00347', 'C00189']",['27163']
3.5.1.88,"['C11439', 'C00001']","['C00058', 'C11440']",['64146']
3.5.1.89,"['C01288', 'C00001']","['C04248', 'C00033']",['9487']
3.5.1.9,"['C02700', 'C00001']","['C00058', 'C00328']",['125061']
3.5.1.92,"['C00831', 'C00001']","['C00864', 'C01678']","['8875', '8876']"
3.5.1.99,"['C11695', 'C00001', 'C19670']","['C00219', 'C00189', 'C00712', 'C00014']","['158584', '2166']"
3.5.2.2,"['C00429', 'C00001']",['C02642'],['1807']
3.5.2.3,"['C00337', 'C00001']",['C00438'],['790']
3.5.2.7,['C00001'],"['C00439', 'C00080']",['144193']
3.5.2.9,"['C00002', 'C01879', 'C00001']","['C00008', 'C00009', 'C00025']",['26873']
3.5.3.1,"['C00062', 'C00001']","['C00077', 'C00086']","['383', '384']"
3.5.3.11,"['C00179', 'C00001']","['C00134', 'C00086']",['79814']
3.5.3.15,['C00001'],"['C03022', 'C00014']","['11240', '23569', '29943', '353238', '51702']"
3.5.3.18,"['C03626', 'C00001']","['C00543', 'C00327']","['23564', '23576']"
3.5.3.4,"['C00499', 'C00001']","['C00603', 'C00086']",['55821']
3.5.4.10,"['C00130', 'C00001']",['C04734'],['471']
3.5.4.12,"['C00239', 'C00001']","['C00365', 'C00014']",['1635']
3.5.4.16,"['C00044', 'C00001']","['C00058', 'C04895']",['2643']
3.5.4.3,"['C00242', 'C00001']","['C00385', 'C00014']",['9615']
3.5.4.34,['C00001'],['C00014'],['23536']
3.5.4.36,['C00001'],['C00014'],['339']
3.5.4.37,"['C22573', 'C00001']","['C22574', 'C00014']",['103']
3.5.4.38,['C00001'],['C00014'],['57379']
3.5.4.4,"['C00212', 'C00001', 'C00559']","['C00294', 'C00014', 'C05512']","['100', '144811', '51816']"
3.5.4.5,"['C00475', 'C00001', 'C00881']","['C00299', 'C00014', 'C00526']",['978']
3.5.4.6,"['C00020', 'C00001']","['C00130', 'C00014']","['270', '271', '272']"
3.5.4.9,"['C00445', 'C00001']",['C00234'],"['10797', '441024', '4522']"
3.5.99.10,"['C20905', 'C00001', 'C20904']","['C00109', 'C00014', 'C00022']",['10247']
3.5.99.6,['C00001'],"['C00085', 'C00014']","['10007', '132789']"
3.6.1.1,"['C00013', 'C00001']",['C00009'],"['27068', '5464', '64077']"
3.6.1.11,"['C00404', 'C00001']","['C00404', 'C00009']",['58497']
3.6.1.12,"['C00458', 'C00001']","['C00239', 'C00013']",['79077']
3.6.1.13,"['C00301', 'C00001']","['C00020', 'C00117']","['11164', '53343', '56985', '7226']"
3.6.1.15,"['C00201', 'C00001']","['C00454', 'C00009']",['84284']
3.6.1.16,"['C00513', 'C00001']","['C00055', 'C00093']",['56985']
3.6.1.17,"['C01261', 'C00001']","['C00044', 'C00144']",['318']
3.6.1.22,"['C00003', 'C00004', 'C00001']","['C00020', 'C00455', 'C21113']",['83594']
3.6.1.23,"['C00460', 'C00001']","['C00365', 'C00013']",['1854']
3.6.1.28,"['C03028', 'C00001']","['C00068', 'C00009']",['79178']
3.6.1.29,"['C06197', 'C00001']","['C00008', 'C00020']","['2272', '22875']"
3.6.1.43,"['C00621', 'C00001']","['C00110', 'C00009']",['57171']
3.6.1.45,"['C05227', 'C00001']","['C00105', 'C00991']",['256281']
3.6.1.5,"['C00201', 'C00001', 'C00454']","['C01117', 'C00009', 'C00454']","['377841', '953', '956']"
3.6.1.52,"['C11524', 'C00001']","['C11525', 'C00009']","['11163', '11165', '170685', '55190']"
3.6.1.53,"['C00307', 'C00001', 'C00301']","['C00055', 'C00588', 'C00020', 'C00117']",['56985']
3.6.1.55,"['C19967', 'C00001']","['C19968', 'C00013']","['4521', '55270']"
3.6.1.56,"['C19969', 'C00001']","['C19970', 'C00013']",['4521']
3.6.1.58,"['C20176', 'C00001', 'C22235']","['C19968', 'C00009', 'C22274']","['11164', '79873']"
3.6.1.59,"['C02339', 'C00001']",['C02100'],['28960']
3.6.1.6,"['C00454', 'C00001']","['C01329', 'C00009']","['124583', '955', '957', '9583']"
3.6.1.62,"['C02339', 'C00001']","['C20183', 'C20863']","['131870', '167227']"
3.6.1.64,"['C00104', 'C00001', 'C01344']","['C00130', 'C00009', 'C06196']",['131870']
3.6.1.66,"['C00700', 'C00001', 'C01345', 'C00081']","['C00655', 'C00013', 'C06196', 'C00130']",['3704']
3.6.1.7,['C00001'],"['C00060', 'C00009']","['97', '98']"
3.6.1.70,['C00001'],['C00144'],['54840']
3.6.1.71,['C00001'],['C00020'],['54840']
3.6.1.72,['C00001'],['C00144'],['54840']
3.6.1.74,"['C20864', 'C00001']","['C02100', 'C00009']",['8732']
3.6.1.75,"['C19776', 'C00001']","['C00416', 'C00009']","['196051', '84513']"
3.6.1.9,"['C00201', 'C00001']","['C00215', 'C00013']","['5167', '5169']"
3.6.4.10,"['C00002', 'C00001']","['C00008', 'C00009']","['3309', '79029']"
3.6.4.13,"['C00002', 'C00001']","['C00008', 'C00009']","['10146', '10212', '10521', '11056', '11218', '11269', '11325', '122402', '1653', '1654', '1655', '165545', '1656', '1659', '1660', '1662', '1663', '1665', '168400', '170506', '22907', '23020', '23517', '23586', '29118', '317781', '3508', '4343', '51202', '51428', '54456', '54505', '54514', '54555', '54606', '55308', '55510', '55601', '55661', '55760', '55794', '56919', '57062', '57647', '57696', '5976', '60625', '64135', '64794', '64848', '6499', '6832', '79009', '79039', '79132', '7919', '79665', '83479', '8449', '8653', '8886', '90957', '91351', '91646', '9188', '9416', '9704', '9775', '9785', '9879']"
3.6.4.6,"['C00002', 'C00001']","['C00008', 'C00009']",['4905']
3.6.4.7,"['C00002', 'C00001']","['C00008', 'C00009']",['246269']
3.6.5.4,"['C00044', 'C00001']","['C00035', 'C00009']",['6729']
3.6.5.5,"['C00044', 'C00001']","['C00035', 'C00009']","['10059', '1759', '1785', '26052', '4976']"
3.7.1.2,"['C01061', 'C00001']","['C00164', 'C00122']",['2184']
3.7.1.3,"['C00328', 'C00001']","['C00108', 'C00041']",['8942']
3.7.1.5,"['C02119', 'C00001']","['C00060', 'C00022']",['81889']
3.9.1.3,"['C04261', 'C04262', 'C00001']","['C00615', 'C00009']",['29085']
4.1.1.105,['C00078'],"['C00398', 'C00011']",['1644']
4.1.1.11,['C00049'],"['C00099', 'C00011']","['339896', '51380']"
4.1.1.15,['C00025'],"['C00334', 'C00011']","['2571', '2572']"
4.1.1.17,['C00077'],"['C00134', 'C00011']",['4953']
4.1.1.19,['C00062'],"['C00179', 'C00011']",['113451']
4.1.1.21,['C04751'],"['C03373', 'C00011']",['10606']
4.1.1.22,['C00135'],"['C00388', 'C00011']",['3067']
4.1.1.23,['C01103'],"['C00105', 'C00011']",['7372']
4.1.1.28,"['C00355', 'C00643']","['C03758', 'C00011', 'C00780']",['1644']
4.1.1.29,['C00606'],"['C00519', 'C00011']","['339896', '51380']"
4.1.1.32,"['C00044', 'C00036']","['C00035', 'C00074', 'C00011']","['5105', '5106']"
4.1.1.33,"['C00002', 'C01143']","['C00008', 'C00009', 'C00129', 'C00011']",['4597']
4.1.1.35,['C00167'],"['C00190', 'C00011']",['80146']
4.1.1.36,['C04352'],['C00011'],['60490']
4.1.1.37,['C01051'],"['C03263', 'C00011']",['7389']
4.1.1.45,['C04409'],"['C03824', 'C00011']",['130013']
4.1.1.50,['C00019'],"['C01137', 'C00011']",['262']
4.1.1.6,['C00417'],"['C00490', 'C00011']",['730249']
4.1.1.65,['C02737'],"['C00350', 'C00011']",['23761']
4.1.1.84,['C15566'],"['C05578', 'C00011']","['100037417', '1652', '391322']"
4.1.1.9,['C00083'],"['C00024', 'C00011']",['23417']
4.1.1.90,"['C06246', 'C05849', 'C00001']","['C06247', 'C00011', 'C00007', 'C03313']",['2677']
4.1.1.94,['C18026'],"['C00136', 'C00011']",['55862']
4.1.1.97,['C12248'],"['C02350', 'C00011']",['646625']
4.1.2.13,['C00354'],"['C00111', 'C00118']","['226', '229', '230']"
4.1.2.27,['C01120'],"['C00346', 'C00517']",['8879']
4.1.2.4,['C00673'],"['C00118', 'C00084']",['51071']
4.1.2.50,"['C04895', 'C00001']","['C20239', 'C00084', 'C00536']",['5805']
4.1.2.63,[],['C00798'],['26061']
4.1.3.16,['C01127'],"['C00022', 'C00048']",['112817']
4.1.3.3,['C22382'],"['C00645', 'C00022']",['80896']
4.1.3.4,['C00356'],"['C00024', 'C00164']","['3155', '54511']"
4.1.3.44,"['C00022', 'C00019']","['C00073', 'C05198', 'C00011', 'C00001']","['441250', '55253']"
4.1.99.22,"['C00044', 'C00019']","['C21310', 'C05198', 'C00073']",['4337']
4.2.1.1,['C01353'],"['C00011', 'C00001']","['11238', '23632', '377677', '759', '760', '761', '762', '763', '765', '766', '767', '768', '771']"
4.2.1.107,['C15614'],"['C05460', 'C00001']",['3295']
4.2.1.109,['C04582'],"['C15650', 'C00001']",['51074']
4.2.1.11,['C00631'],"['C00074', 'C00001']","['2023', '2026', '2027', '387712']"
4.2.1.119,['C01086'],"['C00658', 'C00001']",['3295']
4.2.1.134,['C20878'],"['C20879', 'C00001']","['201562', '401494', '51495', '9200']"
4.2.1.152,['C20832'],"['C20833', 'C00001']",['59344']
4.2.1.17,['C00640'],"['C00658', 'C05067', 'C00001']","['1892', '1962', '3030']"
4.2.1.18,['C00356'],"['C03231', 'C00001']",['549']
4.2.1.2,['C00149'],"['C00122', 'C00001']",['2271']
4.2.1.22,"['C00065', 'C00155']","['C02291', 'C00001']","['102724560', '875']"
4.2.1.24,['C00430'],"['C00931', 'C00001']",['210']
4.2.1.3,"['C00158', 'C00417', 'C00001']","['C00311', 'C00417', 'C00001']","['48', '50']"
4.2.1.46,['C00842'],"['C11907', 'C00001']",['23483']
4.2.1.47,['C00096'],"['C01222', 'C00001']",['2762']
4.2.1.48,['C00217'],"['C02237', 'C00001']",['80017']
4.2.1.49,[],"['C00785', 'C00001']",['131669']
4.2.1.68,['C01720'],"['C03827', 'C00001']",['55556']
4.2.1.75,['C01024'],"['C01051', 'C00001']",['7390']
4.2.1.77,['C05147'],"['C03564', 'C00001']",['112849']
4.2.1.93,"['C00002', 'C04856', 'C04899']","['C00008', 'C00009', 'C00004', 'C00005']",['55739']
4.2.1.96,['C15522'],"['C00268', 'C00001']","['5092', '84105']"
4.2.3.12,['C04895'],"['C03684', 'C00536']",['5805']
4.2.3.134,"['C03366', 'C00001']","['C04076', 'C00014', 'C00009']",['85007']
4.2.3.2,"['C00346', 'C00001']","['C00084', 'C00014', 'C00009']",['64850']
4.3.1.17,"['C00065', 'C02218', 'C20904', 'C00001']","['C00022', 'C00014', 'C02218', 'C00001', 'C20904']","['10993', '113675']"
4.3.1.19,"['C00188', 'C17234', 'C20905', 'C00001']","['C00109', 'C00014', 'C17234', 'C00001', 'C20905']","['10993', '113675']"
4.3.1.3,['C00135'],"['C00785', 'C00014']",['3034']
4.3.1.4,['C00664'],"['C00445', 'C00014']",['10841']
4.3.2.1,['C03406'],"['C00122', 'C00062']",['435']
4.3.2.2,"['C03794', 'C04823']","['C00122', 'C00020', 'C04677']",['158']
4.3.2.5,['C03303'],"['C02179', 'C00048']",['5066']
4.3.2.7,['C00051'],"['C01419', 'C01879']","['494143', '79094']"
4.3.2.9,['C03740'],['C01879'],['79017']
4.4.1.1,"['C02291', 'C00001', 'C17234', 'C20905']","['C00097', 'C00109', 'C00014', 'C17234', 'C20905']",['1491']
4.4.1.13,"['C02882', 'C00001', 'C02218', 'C20904']","['C00145', 'C00014', 'C00022', 'C02218', 'C20904']","['56267', '883']"
4.4.1.16,"['C05688', 'C00030']","['C01528', 'C00041', 'C00028']",['51540']
4.4.1.17,['C00524'],"['C02248', 'C00032']",['3052']
4.4.1.20,['C02166'],"['C00909', 'C00051']",['4056']
4.4.1.5,['C03451'],"['C00051', 'C00546']",['2739']
4.6.1.1,['C00002'],"['C00575', 'C00013']","['107', '108', '109', '111', '112', '113', '114', '115', '196883', '55811']"
4.6.1.15,['C00016'],"['C00020', 'C16071']",['26007']
4.6.1.16,[],[],"['79042', '80746']"
4.6.1.17,['C21310'],"['C18239', 'C00013']",['4337']
4.6.1.18,['C00001'],[],"['6035', '6036']"
4.6.1.19,"['C00046', 'C00001']",[],['8635']
4.6.1.2,['C00044'],"['C00942', 'C00013']","['2977', '2982', '2983', '2984', '2986', '3000', '4881', '4882']"
4.98.1.1,"['C00032', 'C00080']","['C02191', 'C14818']",['2235']
4.99.1.9,"['C21284', 'C00080']","['C05770', 'C14818']",['2235']
5.1.1.18,['C00065'],['C00740'],['63826']
5.1.3.1,['C00199'],['C00231'],"['6120', '729020']"
5.1.3.19,[],['C01490'],"['29940', '92126']"
5.1.3.2,['C00029'],['C00052'],['2582']
5.1.3.29,['C20835'],['C20836'],['282969']
5.1.3.3,['C00267'],['C00221'],['130589']
5.1.3.8,['C03000'],['C00625'],['5973']
5.1.99.1,['C01213'],['C00683'],['84693']
5.1.99.4,['C05232'],['C05329'],['23600']
5.1.99.6,"['C20482', 'C20483']","['C04856', 'C04899']",['128240']
5.2.1.2,['C01036'],['C01061'],['2954']
5.2.1.8,['C03798'],['C03633'],"['10105', '10283', '10450', '10465', '11328', '2280', '2281', '2286', '2287', '2288', '2289', '23398', '23759', '23770', '285755', '51303', '51645', '51661', '5300', '5303', '53938', '5478', '5479', '5480', '5481', '55033', '60681', '644591', '645142', '653505', '653598', '728945', '730262', '8468', '85313', '9360']"
5.3.1.1,['C00118'],['C00111'],['7167']
5.3.1.22,['C00168'],['C01146'],['81888']
5.3.1.23,['C04188'],['C04582'],['84245']
5.3.1.6,['C00117'],['C00199'],['22934']
5.3.1.8,['C00275'],['C00085'],['4351']
5.3.1.9,['C00668'],['C05345'],['2821']
5.3.2.1,['C00166'],['C02763'],['4282']
5.3.3.1,['C01034'],['C00619'],"['3283', '3284']"
5.3.3.12,['C01693'],['C04185'],['1638']
5.3.3.2,['C00129'],['C00235'],"['3422', '91734']"
5.3.3.21,[],[],['1891']
5.3.3.22,['C08601'],['C21836'],['6121']
5.3.3.5,['C01189'],['C03845'],['10682']
5.3.3.8,[],[],"['10455', '1632', '1962']"
5.3.99.2,['C00427'],['C00696'],"['27306', '5730']"
5.3.99.3,['C00427'],['C00584'],"['10728', '80142', '9536']"
5.3.99.4,['C00427'],[],['5740']
5.3.99.5,['C00427'],['C02198'],['6916']
5.4.2.11,"['C00631', 'C01159']","['C00197', 'C01159']","['441531', '5223', '5224', '669']"
5.4.2.2,['C00103'],['C00092'],"['5236', '55276']"
5.4.2.3,['C04501'],['C00357'],['5238']
5.4.2.4,['C00236'],['C01159'],['669']
5.4.2.7,['C00620'],['C00117'],['55276']
5.4.2.8,['C00636'],['C00275'],"['5372', '5373']"
5.4.4.7,['C20832'],['C20837'],['59344']
5.4.99.12,[],[],['80324']
5.4.99.2,['C01213'],['C00091'],['4594']
5.4.99.25,[],[],"['142940', '150962']"
5.4.99.27,[],[],"['54517', '83448']"
5.4.99.45,[],[],['83480']
5.4.99.7,['C01054'],['C01724'],['4047']
5.5.1.4,['C00092'],['C04006'],['51477']
5.6.1.1,"['C00002', 'C00001']","['C00008', 'C00009']","['11104', '6683', '83473', '84056']"
5.6.1.6,"['C00002', 'C00001']","['C00008', 'C00009']",['1080']
5.6.1.7,"['C00002', 'C00001']","['C00008', 'C00009']",['3329']
6.1.1.1,"['C00002', 'C00082', 'C00787']","['C00020', 'C00013', 'C02839']","['51067', '8565']"
6.1.1.10,"['C00002', 'C00073', 'C01647']","['C00020', 'C00013', 'C02430']","['4141', '92935']"
6.1.1.11,"['C00002', 'C00065', 'C01650']","['C00020', 'C00013', 'C02553']","['54938', '6301']"
6.1.1.12,"['C00002', 'C00049', 'C01638']","['C00020', 'C00013', 'C02984']","['1615', '55157']"
6.1.1.14,"['C00002', 'C00037', 'C01642']","['C00020', 'C00013', 'C02412']",['2617']
6.1.1.15,"['C00002', 'C00148', 'C01649']","['C00020', 'C00013', 'C02702']","['2058', '25973']"
6.1.1.16,"['C00002', 'C00097', 'C01639']","['C00020', 'C00013', 'C03125']","['79587', '833']"
6.1.1.17,"['C00002', 'C00025', 'C01641']","['C00020', 'C00013', 'C02987']","['124454', '2058']"
6.1.1.18,"['C00002', 'C00064', 'C01640']","['C00020', 'C00013', 'C02282']",['5859']
6.1.1.19,"['C00002', 'C00062', 'C01636']","['C00020', 'C00013', 'C02163']","['57038', '5917']"
6.1.1.2,"['C00002', 'C00078', 'C01652']","['C00020', 'C00013']","['10352', '7453']"
6.1.1.20,"['C00002', 'C00079', 'C01648']","['C00020', 'C00013', 'C03511']","['10056', '10667', '2193']"
6.1.1.21,"['C00002', 'C00135', 'C01643']","['C00020', 'C00013', 'C02988']","['23438', '3035']"
6.1.1.22,"['C00002', 'C00152', 'C01637']","['C00020', 'C00013', 'C03402']","['4677', '79731']"
6.1.1.3,"['C00002', 'C00188', 'C01651']","['C00020', 'C00013', 'C02992']","['123283', '6897', '80222']"
6.1.1.4,"['C00002', 'C00123', 'C01645']","['C00020', 'C00013', 'C02047']","['23395', '51520']"
6.1.1.5,"['C00002', 'C00407', 'C01644']","['C00020', 'C00013', 'C03127']","['3376', '55699']"
6.1.1.6,"['C00002', 'C00047', 'C01646']","['C00020', 'C00013', 'C01931']",['3735']
6.1.1.7,"['C00002', 'C00041', 'C01635']","['C00020', 'C00013', 'C00886']","['16', '57505']"
6.1.1.9,"['C00002', 'C00183', 'C01653']","['C00020', 'C00013', 'C02554']","['57176', '7407']"
6.2.1.1,"['C00002', 'C00033', 'C00010']","['C00020', 'C00013', 'C00024']","['23181', '55902', '84532']"
6.2.1.16,"['C00002', 'C00164', 'C00010']","['C00020', 'C00013', 'C00332']",['65985']
6.2.1.17,"['C00002', 'C00163', 'C00010']","['C00020', 'C00013', 'C00100']",['79611']
6.2.1.2,"['C00002', 'C21925', 'C00010']","['C00020', 'C00013', 'C21926']","['116285', '123876', '142827', '341392', '348158', '54988', '6296', '80221']"
6.2.1.3,"['C00002', 'C00638', 'C00010']","['C00020', 'C00013', 'C00040']","['11001', '2180', '2181', '2182', '23205', '23305', '51703', '81616']"
6.2.1.4,"['C00044', 'C00042', 'C00010']","['C00035', 'C00009', 'C00091']","['8801', '8802', '8803']"
6.2.1.45,"['C00002', 'C00496']","['C00020', 'C00013']","['10054', '10055', '55236', '7317', '7318']"
6.2.1.5,"['C00002', 'C00042', 'C00010']","['C00008', 'C00009', 'C00091']","['8801', '8802', '8803']"
6.2.1.64,['C00002'],"['C00020', 'C00013']",['9039']
6.2.1.7,"['C00002', 'C00695', 'C00010']","['C00020', 'C00013', 'C01794']",['10998']
6.2.1.76,"['C00002', 'C00383', 'C00010']","['C00020', 'C00013', 'C00083']",['197322']
6.3.1.14,"['C00002', 'C01573', 'C00014']","['C00020', 'C00013']",['89978']
6.3.1.17,"['C00002', 'C00158', 'C00025']","['C00008', 'C00009', 'C20775']",['57494']
6.3.1.2,"['C00002', 'C00025', 'C00014']","['C00008', 'C00009', 'C00064']",['2752']
6.3.2.11,"['C00002', 'C00135', 'C00099']","['C00008', 'C00009', 'C00386']",['57571']
6.3.2.17,"['C00002', 'C03541', 'C00025']","['C00008', 'C00009', 'C03541']",['2356']
6.3.2.2,"['C00002', 'C00025', 'C00097']","['C00008', 'C00009', 'C00669']",['2729']
6.3.2.25,"['C00002', 'C05234', 'C00082']","['C01392', 'C00008', 'C00009']",['150465']
6.3.2.3,"['C00002', 'C00669', 'C00037']","['C00008', 'C00009', 'C00051']",['2937']
6.3.2.41,"['C00002', 'C01042', 'C00025']","['C00008', 'C00009', 'C12270']","['284716', '57494']"
6.3.2.42,"['C00002', 'C01042', 'C00025']","['C00008', 'C00009', 'C20776']",['284716']
6.3.2.51,"['C00002', 'C03492', 'C00097']","['C00020', 'C00013', 'C04352']",['79717']
6.3.2.6,"['C00002', 'C04751', 'C00049']","['C00008', 'C00009', 'C04823']",['10606']
6.3.2.61,"['C00002', 'C00025']","['C00008', 'C00009']","['164395', '23093', '25809', '284076', '440307']"
6.3.2.62,"['C00002', 'C00025']","['C00008', 'C00009']","['79739', '9654']"
6.3.3.1,"['C00002', 'C04640']","['C00008', 'C00009', 'C03373']",['2618']
6.3.3.2,"['C00002', 'C03479']","['C00008', 'C00009', 'C00445']","['100528021', '10588']"
6.3.4.10,"['C00002', 'C00120', 'carbon-dioxide ligase (ADP-forming)']","['C00020', 'C00013', 'carbon-dioxide ligase (ADP-forming)']",['3141']
6.3.4.11,"['C00002', 'C00120', 'carbon-dioxide ligase (ADP-forming)']","['C00020', 'C00013', 'carbon-dioxide ligase (ADP-forming)']",['3141']
6.3.4.13,"['C00002', 'C03090', 'C00037']","['C00008', 'C00009', 'C03838']",['2618']
6.3.4.14,"['C00002', 'C06250', 'C00288']","['C00008', 'C00009', 'C04419']","['31', '32']"
6.3.4.15,"['C00002', 'C00120', 'C06249']","['C00020', 'C00013', 'C06250']",['3141']
6.3.4.16,"['C00002', 'C00014', 'C00288', 'C20969', 'C01563']","['C00008', 'C00009', 'C00169', 'C20969', 'C01563']",['1373']
6.3.4.2,"['C00002', 'C00075', 'C00064', 'C00001', 'C00014']","['C00008', 'C00009', 'C00063', 'C00025', 'C00014']","['1503', '56474']"
6.3.4.21,"['C00253', 'C00119', 'C00002', 'C00001']","['C01185', 'C00013', 'C00008', 'C00009']",['93100']
6.3.4.3,"['C00002', 'C00058', 'C00101']","['C00008', 'C00009', 'C00234']","['25902', '4522']"
6.3.4.4,"['C00044', 'C00130', 'C00049']","['C00035', 'C00009', 'C03794']","['122622', '159']"
6.3.4.5,"['C00002', 'C00327', 'C00049']","['C00020', 'C00013', 'C03406']",['445']
6.3.4.9,"['C00002', 'C00120', 'pyruvate carboxytransferase']","['C00020', 'C00013', 'pyruvate carboxytransferase']",['3141']
6.3.5.1,"['C00002', 'C00857', 'C00064', 'C00001']","['C00020', 'C00013', 'C00003', 'C00025']",['55191']
6.3.5.2,"['C00002', 'C00655', 'C00064', 'C00001', 'C00014']","['C00020', 'C00013', 'C00144', 'C00025', 'C00014']",['8833']
6.3.5.3,"['C00002', 'C04376', 'C00064', 'C00001']","['C00008', 'C00009', 'C04640', 'C00025']",['5198']
6.3.5.4,"['C00002', 'C00049', 'C00064', 'C00001', 'C00014']","['C00020', 'C00013', 'C00152', 'C00025', 'C00014']",['440']
6.3.5.5,"['C00002', 'C00064', 'C00288', 'C00001', 'C00014', 'C20969', 'C01563']","['C00008', 'C00009', 'C00025', 'C00169', 'C00014', 'C20969', 'C01563']",['790']
6.3.5.6,"['C00002', 'C06113', 'C00064', 'C00001', 'C00014']","['C00008', 'C00009', 'C03402', 'C00025', 'C00014']","['283459', '5188', '55278']"
